gene_name	go_id	biological_function
ADRA1A	GO:0007189; GO:0007200; GO:0007204; GO:0007267; GO:0043410	adenylate cyclase-activating G protein-coupled receptor signaling pathway; cell-cell signaling; phospholipase C-activating G protein-coupled receptor signaling pathway; positive regulation of MAPK cascade; positive regulation of cytosolic calcium ion concentration
ADRA1B	GO:0007189; GO:0007200; GO:0007204; GO:0007267; GO:0043410	adenylate cyclase-activating G protein-coupled receptor signaling pathway; cell-cell signaling; phospholipase C-activating G protein-coupled receptor signaling pathway; positive regulation of MAPK cascade; positive regulation of cytosolic calcium ion concentration
ADRA1D	GO:0007189; GO:0007200; GO:0007204; GO:0007267; GO:0008015; GO:0043410; GO:0044057; GO:0051240; GO:0090066	adenylate cyclase-activating G protein-coupled receptor signaling pathway; blood circulation; cell-cell signaling; phospholipase C-activating G protein-coupled receptor signaling pathway; positive regulation of MAPK cascade; positive regulation of cytosolic calcium ion concentration; positive regulation of multicellular organismal process; regulation of anatomical structure size; regulation of system process
ADRB1	GO:0003073; GO:0007189; GO:0043410; GO:0045776; GO:0090066	adenylate cyclase-activating G protein-coupled receptor signaling pathway; negative regulation of blood pressure; positive regulation of MAPK cascade; regulation of anatomical structure size; regulation of systemic arterial blood pressure
ADRB2	GO:0003073; GO:0007189; GO:0043410; GO:0045776; GO:0090066	adenylate cyclase-activating G protein-coupled receptor signaling pathway; negative regulation of blood pressure; positive regulation of MAPK cascade; regulation of anatomical structure size; regulation of systemic arterial blood pressure
ADRB3	GO:0003073; GO:0007189; GO:0043410; GO:0045776; GO:0090066	adenylate cyclase-activating G protein-coupled receptor signaling pathway; negative regulation of blood pressure; positive regulation of MAPK cascade; regulation of anatomical structure size; regulation of systemic arterial blood pressure
ADSL	GO:0009152; GO:0009167	purine ribonucleoside monophosphate metabolic process; purine ribonucleotide biosynthetic process
ADSS1	GO:0009152; GO:0046040	IMP metabolic process; purine ribonucleotide biosynthetic process
ADSS2	GO:0009152; GO:0046040	IMP metabolic process; purine ribonucleotide biosynthetic process
AEBP1	GO:0006355; GO:0006518; GO:0016485	peptide metabolic process; protein processing; regulation of DNA-templated transcription
AEBP2	GO:0006357	regulation of transcription by RNA polymerase II
AFAP1L2	GO:0001819; GO:0006954; GO:0007346; GO:0009967; GO:0042058; GO:0045893	inflammatory response; positive regulation of DNA-templated transcription; positive regulation of cytokine production; positive regulation of signal transduction; regulation of epidermal growth factor receptor signaling pathway; regulation of mitotic cell cycle
AFF1	GO:0010468	regulation of gene expression
AFF2	GO:0043484	regulation of RNA splicing
AFF3	GO:0010468	regulation of gene expression
AFF4	GO:0010468	regulation of gene expression
AFG2B	GO:0006886; GO:0007052; GO:0036503; GO:0097352; GO:1903008	ERAD pathway; autophagosome maturation; intracellular protein transport; mitotic spindle organization; organelle disassembly
AFG3L2	GO:0034982	mitochondrial protein processing
AFM	GO:0006810	transport
AFP	GO:0006810	transport
AFTPH	GO:0046907	intracellular transport
AGAP1	GO:0090630	activation of GTPase activity
AGAP11	GO:0090630	activation of GTPase activity
AGAP2	GO:0043066; GO:0090630	activation of GTPase activity; negative regulation of apoptotic process
AGAP3	GO:0090630	activation of GTPase activity
AGAP4	GO:0090630	activation of GTPase activity
AGAP5	GO:0090630	activation of GTPase activity
AGAP6	GO:0090630	activation of GTPase activity
AGAP7P	GO:0090630	activation of GTPase activity
AGAP9	GO:0090630	activation of GTPase activity
AGBL1	GO:0018193; GO:0043687	peptidyl-amino acid modification; post-translational protein modification
AGFG1	GO:0006997; GO:0007286; GO:0010927; GO:0033363; GO:0045109; GO:0070925	cellular component assembly involved in morphogenesis; intermediate filament organization; nucleus organization; organelle assembly; secretory granule organization; spermatid development
AGFG2	GO:0006997; GO:0007286; GO:0010927; GO:0033363; GO:0045109; GO:0070925	cellular component assembly involved in morphogenesis; intermediate filament organization; nucleus organization; organelle assembly; secretory granule organization; spermatid development
AGK	GO:0016310; GO:0046165; GO:0046513	alcohol biosynthetic process; ceramide biosynthetic process; phosphorylation
AGL	GO:0005977; GO:0009057; GO:0016052	carbohydrate catabolic process; glycogen metabolic process; macromolecule catabolic process
AGMAT	GO:0006525; GO:0006596	arginine metabolic process; polyamine biosynthetic process
AGMO	GO:0006643	membrane lipid metabolic process
AGO1	GO:0031054; GO:0035194	pre-miRNA processing; regulatory ncRNA-mediated post-transcriptional gene silencing
AGO2	GO:0031054; GO:0035194	pre-miRNA processing; regulatory ncRNA-mediated post-transcriptional gene silencing
AGO3	GO:0031054; GO:0035194	pre-miRNA processing; regulatory ncRNA-mediated post-transcriptional gene silencing
AGO4	GO:0031054; GO:0035194	pre-miRNA processing; regulatory ncRNA-mediated post-transcriptional gene silencing
AGPAT1	GO:0046474	glycerophospholipid biosynthetic process
AGPAT2	GO:0046474	glycerophospholipid biosynthetic process
AGPAT5	GO:0046488	phosphatidylinositol metabolic process
AGRP	GO:0007218; GO:0007631; GO:0051240	feeding behavior; neuropeptide signaling pathway; positive regulation of multicellular organismal process
AGT	GO:0042981	regulation of apoptotic process
AGTPBP1	GO:0018193; GO:0043687	peptidyl-amino acid modification; post-translational protein modification
AGTR1	GO:0006954; GO:0007186; GO:0007204	G protein-coupled receptor signaling pathway; inflammatory response; positive regulation of cytosolic calcium ion concentration
AGTR2	GO:0006954; GO:0007186	G protein-coupled receptor signaling pathway; inflammatory response
AGXT	GO:0170034; GO:0170038	L-amino acid biosynthetic process; proteinogenic amino acid biosynthetic process
AHCY	GO:0006790; GO:0071704	organic substance metabolic process; sulfur compound metabolic process
AHCYL1	GO:0006790; GO:0071704	organic substance metabolic process; sulfur compound metabolic process
AHCYL2	GO:0006790; GO:0071704	organic substance metabolic process; sulfur compound metabolic process
AHI1	GO:0044458	motile cilium assembly
AHNAK	GO:0043484	regulation of RNA splicing
AHNAK2	GO:0043484	regulation of RNA splicing
AHR	GO:0006357	regulation of transcription by RNA polymerase II
AHRR	GO:0006357	regulation of transcription by RNA polymerase II
AHSA1	GO:0006457; GO:0044093	positive regulation of molecular function; protein folding
AHSA2P	GO:0006457; GO:0044093	positive regulation of molecular function; protein folding
AHSG	GO:0010951	negative regulation of endopeptidase activity
AHSP	GO:0006457; GO:0030218; GO:0050821	erythrocyte differentiation; protein folding; protein stabilization
AICDA	GO:0009451; GO:0080111	DNA demethylation; RNA modification
AIF1	GO:0051017; GO:0120031	actin filament bundle assembly; plasma membrane bounded cell projection assembly
AIF1L	GO:0051017; GO:0120031	actin filament bundle assembly; plasma membrane bounded cell projection assembly
AIFM1	GO:0012501; GO:0033108	mitochondrial respiratory chain complex assembly; programmed cell death
AIFM3	GO:0097194	execution phase of apoptosis
AIM2	GO:0002218; GO:0071345	activation of innate immune response; cellular response to cytokine stimulus
AJM1	GO:0045216	cell-cell junction organization
AJUBA	GO:0001666; GO:0006355; GO:0007010; GO:1902532	cytoskeleton organization; negative regulation of intracellular signal transduction; regulation of DNA-templated transcription; response to hypoxia
AK3	GO:0009142; GO:0009150; GO:0009167	nucleoside triphosphate biosynthetic process; purine ribonucleoside monophosphate metabolic process; purine ribonucleotide metabolic process
AK4	GO:0009142; GO:0009150; GO:0009167	nucleoside triphosphate biosynthetic process; purine ribonucleoside monophosphate metabolic process; purine ribonucleotide metabolic process
AK4P3	GO:0009142; GO:0009150; GO:0009167	nucleoside triphosphate biosynthetic process; purine ribonucleoside monophosphate metabolic process; purine ribonucleotide metabolic process
AK9	GO:0006220; GO:0009132; GO:0009260; GO:1901566	nucleoside diphosphate metabolic process; organonitrogen compound biosynthetic process; pyrimidine nucleotide metabolic process; ribonucleotide biosynthetic process
AKAP11	GO:0008104	protein localization
AKAP12	GO:0007165; GO:1902531	regulation of intracellular signal transduction; signal transduction
AKAP13	GO:0007186; GO:0035023; GO:0043123	G protein-coupled receptor signaling pathway; positive regulation of canonical NF-kappaB signal transduction; regulation of Rho protein signal transduction
AKAP17A	GO:0043484	regulation of RNA splicing
AKAP3	GO:0008104	protein localization
AKAP4	GO:0008104	protein localization
AKAP7	GO:1902531	regulation of intracellular signal transduction
AKIRIN1	GO:0002690; GO:0008285; GO:0016477; GO:0042246; GO:0044089; GO:0045089; GO:0045597; GO:0045944; GO:0051130; GO:0120032	cell migration; negative regulation of cell population proliferation; positive regulation of cell differentiation; positive regulation of cellular component biogenesis; positive regulation of cellular component organization; positive regulation of innate immune response; positive regulation of leukocyte chemotaxis; positive regulation of transcription by RNA polymerase II; regulation of plasma membrane bounded cell projection assembly; tissue regeneration
AKIRIN2	GO:0045089; GO:0045944	positive regulation of innate immune response; positive regulation of transcription by RNA polymerase II
AKNA	GO:0008283; GO:0022408; GO:0030900; GO:0048699; GO:0048762; GO:0051301	cell division; cell population proliferation; forebrain development; generation of neurons; mesenchymal cell differentiation; negative regulation of cell-cell adhesion
AKR1C1	GO:0006066; GO:0006693; GO:0006725; GO:0006807; GO:0008202; GO:0019748; GO:0042445; GO:1901657	alcohol metabolic process; cellular aromatic compound metabolic process; glycosyl compound metabolic process; hormone metabolic process; nitrogen compound metabolic process; prostaglandin metabolic process; secondary metabolic process; steroid metabolic process
AKR1C2	GO:0006066; GO:0006693; GO:0006725; GO:0006807; GO:0008202; GO:0019748; GO:0042445; GO:1901657	alcohol metabolic process; cellular aromatic compound metabolic process; glycosyl compound metabolic process; hormone metabolic process; nitrogen compound metabolic process; prostaglandin metabolic process; secondary metabolic process; steroid metabolic process
AKR1C3	GO:0006066; GO:0006693; GO:0006725; GO:0006807; GO:0008202; GO:0019748; GO:0042445; GO:1901657	alcohol metabolic process; cellular aromatic compound metabolic process; glycosyl compound metabolic process; hormone metabolic process; nitrogen compound metabolic process; prostaglandin metabolic process; secondary metabolic process; steroid metabolic process
AKR1C4	GO:0008202	steroid metabolic process
AKT1	GO:0018105; GO:0035556	intracellular signal transduction; peptidyl-serine phosphorylation
AKT1S1	GO:0006469; GO:0032007	negative regulation of TOR signaling; negative regulation of protein kinase activity
AKT2	GO:0018105; GO:0035556	intracellular signal transduction; peptidyl-serine phosphorylation
AKT3	GO:0018105; GO:0035556	intracellular signal transduction; peptidyl-serine phosphorylation
AKTIP	GO:0006301; GO:0070534	postreplication repair; protein K63-linked ubiquitination
ALAD	GO:0006783	heme biosynthetic process
ALAS1	GO:0006783; GO:0009059; GO:0019538; GO:0030218	erythrocyte differentiation; heme biosynthetic process; macromolecule biosynthetic process; protein metabolic process
ALAS2	GO:0006783; GO:0009059; GO:0019538; GO:0030218	erythrocyte differentiation; heme biosynthetic process; macromolecule biosynthetic process; protein metabolic process
ALB	GO:0006810	transport
ALCAM	GO:0007155	cell adhesion
ALDH3A1	GO:0044237; GO:0071704	cellular metabolic process; organic substance metabolic process
ALDH3A2	GO:0044237; GO:0071704	cellular metabolic process; organic substance metabolic process
ALDH3B1	GO:0044237; GO:0071704	cellular metabolic process; organic substance metabolic process
ALDH3B2	GO:0044237; GO:0071704	cellular metabolic process; organic substance metabolic process
ALDH5A1	GO:0006807	nitrogen compound metabolic process
ALDH6A1	GO:0006208; GO:0009063; GO:0009081; GO:1901605	alpha-amino acid metabolic process; amino acid catabolic process; branched-chain amino acid metabolic process; pyrimidine nucleobase catabolic process
ALDOA	GO:0006096	glycolytic process
ALDOB	GO:0006096	glycolytic process
ALDOC	GO:0006096	glycolytic process
ALG1	GO:0006486	protein glycosylation
ALG10	GO:0006487	protein N-linked glycosylation
ALG10B	GO:0006487	protein N-linked glycosylation
ALG11	GO:0006487; GO:0044255	cellular lipid metabolic process; protein N-linked glycosylation
ALG12	GO:0006487	protein N-linked glycosylation
ALG14	GO:0006066; GO:0006487; GO:0006720	alcohol metabolic process; isoprenoid metabolic process; protein N-linked glycosylation
ALG1L2	GO:0006486	protein glycosylation
ALG3	GO:0006486	protein glycosylation
ALG5	GO:0006487	protein N-linked glycosylation
ALG6	GO:0006487; GO:0044255	cellular lipid metabolic process; protein N-linked glycosylation
ALG8	GO:0006487; GO:0044255	cellular lipid metabolic process; protein N-linked glycosylation
ALG9	GO:0006487	protein N-linked glycosylation
ALK	GO:0007169; GO:0007275; GO:0033674; GO:0042127; GO:0045664	multicellular organism development; positive regulation of kinase activity; regulation of cell population proliferation; regulation of neuron differentiation; transmembrane receptor protein tyrosine kinase signaling pathway
ALKAL1	GO:0070374	positive regulation of ERK1 and ERK2 cascade
ALKAL2	GO:0070374	positive regulation of ERK1 and ERK2 cascade
ALKBH1	GO:0009451; GO:0080111	DNA demethylation; RNA modification
ALKBH2	GO:0006281; GO:0006304	DNA modification; DNA repair
ALKBH5	GO:0006397; GO:0006406; GO:0009451	RNA modification; mRNA export from nucleus; mRNA processing
